aa	ɑː
peräkkäishaku	pe̞rækːæi̯s̠hɑku
perälaatikko	pe̞rælɑːt̪ikːo̞
perälaita	pe̞rælɑi̯t̪ɑ
perällä	pe̞rælːæ
perältä	pe̞rælt̪æ
perälyhty	pe̞rælyçt̪y
perämies	peræmies
peränpito	pe̞rænpit̪o̞
peräpohja	pe̞ræpo̞xjɑ
peräpohjalainen	pe̞ræpo̞xjɑlɑi̯ne̞n
peräpohjola	pe̞ræpo̞xjo̞lɑ
peräporttialus	pe̞ræpo̞rt̪ːiɑlus̠
peräsinkone	pe̞ræs̠inko̞ne̞ʔ
peräsinlapa	pe̞ræs̠inlɑpɑ
perästä	pe̞ræs̠t̪æ
perättäin	pe̞ræt̪ːæi̯n
perättäisesti	pe̞ræt̪t̪æi̯s̠e̞s̠t̪iʔ
perättömästi	pe̞ræt̪t̪ø̞mæs̠t̪iʔ
perätyksin	pe̞ræt̪yks̠in
peräyttää	pe̞ræy̯t̪ːæːʔ
peräytyä	pe̞ræy̯t̪yæʔ
peräänantamattomasti	pe̞ræːnɑn̪t̪ɑmɑt̪ːo̞mɑs̠t̪iʔ
peräännyttää	pe̞ræːnnyt̪ːæːʔ
perääntymistie	pe̞ræːn̪t̪ymis̠t̪ie̞̯
pesettää	pe̞s̠e̞t̪ːæːʔ
peseytymistila	pe̞s̠e̞y̯t̪ymis̠t̪ilɑ
peseytymisväline	pe̞s̠e̞y̯t̪ymis̠ʋæline̞ʔ
pesiintyä	pe̞s̠iːnt̪yæʔ
pesijä	pe̞s̠ijæ
pesiminen	pe̞s̠imine̞n
pesimäalue	pe̞s̠imæɑlue̞ʔ
pesimäpiiri	pe̞s̠imæpiːri
pesissä	pe̞sisːæ
pestausraha	pe̞s̠t̪ɑu̯s̠rɑɦɑ
pestiraha	pe̞s̠t̪irɑɦɑ
pestuumarkkinat	pe̞s̠t̪uːmɑrkːinɑt̪
pestä	pe̞s̠t̪æʔ
pesu	pe̞s̠u
pesuallas	pe̞suɑlːɑs
pesuastia	pe̞s̠uɑs̠t̪iɑ
pesubetoni	pe̞s̠ube̞t̪o̞ni
pesukaappi	pe̞s̠ukɑːpːi
pesukarhu	pesukɑrxu
pesukarttu	pe̞s̠ukɑrt̪ːu
pesukivi	pe̞s̠ukiʋi
pesukone	pesukoneʔ
pesupalju	pe̞s̠upɑlju
pesupöytä	pe̞s̠upø̞y̯t̪æ
pesuriepu	pe̞s̠urie̞̯pu
pesusieni	pesusieni
pesusienikurkku	pe̞s̠us̠ie̞̯nikurkːu
pesutila	pe̞s̠ut̪ilɑ
pesä	pe̞s̠æ
pesäjuuri	pe̞s̠æjuːri
pesäkolo	pe̞s̠æko̞lo̞
pesäloinen	pe̞s̠ælo̞i̯ne̞n
pesäpallo	pe̞s̠æpɑlːo̞
pesäpallojoukkue	pe̞s̠æpɑlːo̞jo̞u̯kːue̞ʔ
pesäpallokenttä	pe̞s̠æpɑlːo̞ke̞n̪t̪ːæ
pesäpallomaila	pe̞s̠æpɑlːo̞mɑi̯lɑ
pesäpallopeli	pe̞s̠æpɑlːo̞pe̞li
pesäpallotuomari	pe̞s̠æpɑlːo̞t̪uo̞̯mɑri
pesävahti	pe̞s̠æʋɑxt̪i
petabitti	pe̞t̪ɑbit̪ːi
petaliitti	pe̞t̪ɑliːt̪ːi
petankki	pe̞t̪ɑŋkːi
petata	pe̞t̪ɑt̪ɑʔ
petauspatja	pe̞t̪ɑu̯s̠pɑt̪jɑ
petivaatteet	pe̞t̪iʋɑːt̪ːe̞ːt̪
petoksellisesti	pe̞t̪o̞ks̠e̞lːis̠e̞s̠t̪iʔ
petomaisesti	pe̞t̪o̞mɑi̯s̠e̞s̠t̪iʔ
petopunkki	pe̞t̪o̞puŋkːi
petos	petos
petra	petrɑ
petsata	pe̞ts̠ɑt̪ɑʔ
petsi	pe̞t̪si
pettujauho	pe̞t̪ːujɑu̯ɦo̞
pettuleipä	petːuleipæ
pettämättömästi	pe̞t̪ːæmæt̪ːø̞mæs̠t̪iʔ
petunnyljin	pe̞t̪unnyljin
petyn	pe̞t̪yn
petäjävesi	pe̞t̪æjæʋe̞s̠i
petäjäveteläinen	pe̞t̪æjæʋe̞t̪e̞læi̯ne̞n
petäjävetinen	pe̞t̪æjæʋe̞t̪ine̞n
peurapatsas	pe̞u̯rɑpɑts̠ɑs̠
phobos	fo̞bo̞s̠
piano	piɑno̞
pianolanka	piɑno̞lɑŋkɑ
pidellä	pide̞lːæˣ
pidäkkeettömästi	pidække̞ːt̪ːø̞mæs̠t̪iʔ
pidät	pidæt̪
pidättyväinen	pidæːtyvæinen
pidättyväisesti	pidæt̪ːyʋæi̯s̠e̞s̠t̪iʔ
pidättyväisyys	pidæːtyvæisyːs
pidättyvästi	pidæt̪ːyʋæs̠t̪iʔ
pidättää	pidæt̪ːæːʔ
pidätys	pidæt̪ys̠
pidätyskeskus	pidæt̪ys̠ke̞s̠kus̠
pidätyskyky	pidætyskyky
pidätyttää	pidæt̪yt̪ːæːʔ
piekseminen	pie̞̯ks̠e̞mine̞n
pieksämäkeläinen	pie̞̯ks̠æmæke̞læi̯ne̞n
pieksämäki	pie̞̯ks̠æmæki
pielavesi	pie̞̯lɑʋe̞s̠i
pielaveteläinen	pie̞̯lɑʋe̞t̪e̞læi̯ne̞n
pielavetinen	pie̞̯lɑʋe̞t̪ine̞n
pieles	pie̞̯le̞s̠
pienaovi	pie̞̯nɑo̞ʋi
pienelementti	pie̞̯ne̞le̞me̞n̪t̪ːi
pienhiukkanen	pie̞̯nhiu̯kːɑne̞n
pieni	pie̞̯ni
pienimünsterinseisoja	pie̞̯nimyns̠t̪e̞rins̠e̞i̯s̠o̞jɑ
pienituloinen	pie̞̯nit̪ulo̞i̯ne̞n
pieniä	pie̞̯niæʔ
pienjännite	pie̞̯njænːit̪e̞
pienkarja	pie̞̯nkɑrjɑ
pienkone	pie̞̯nko̞ne̞ʔ
pienlentokone	pie̞̯nle̞n̪t̪o̞ko̞ne̞ʔ
piennarkasvi	pie̞̯nːɑrkɑs̠ʋi
pienoinen	pie̞̯no̞i̯ne̞n
pienoisevankeliumi	pie̞̯no̞i̯s̠e̞ʋɑŋke̞liu̯mi
pienoisikkuna	pie̞̯no̞i̯s̠ikːunɑ
pienoisjännite	pie̞̯no̞i̯s̠jænːit̪e̞
pienoiskilpi	pie̞̯no̞i̯s̠kilpi
pienoiskoko	pie̞no̞isko̞ko̞
pienoiskunniamerkki	pie̞̯no̞i̯s̠kunːiɑme̞rkːi
pienoislippu	pie̞̯no̞i̯s̠lipːu
pienoismaailma	pie̞̯no̞i̯s̠mɑːilmɑ
pienoismuoto	pie̞̯no̞i̯s̠muo̞̯t̪o̞
pienoisnäyttely	pie̞̯no̞i̯s̠næy̯t̪ːe̞ly
pienoisohjelma	pie̞̯no̞i̯s̠o̞xje̞lmɑ
pienoisrautatie	pie̞̯no̞i̯s̠rɑu̯t̪ɑt̪ie̞̯
pienpaine	pie̞̯npɑi̯ne̞ʔ
pienpainenatriumlamppu	pie̞̯npɑi̯ne̞nːɑt̪riu̯mlɑmpːu
pienpanimo	pie̞̯npɑnimo̞
pienryhmä	pie̞̯nryçmæ
pientaloalue	pie̞̯nt̪ɑlo̞ɑlue̞ʔ
pientila	pie̞̯nt̪ilɑ
pienuus	pi͡enuːs
pierettää	pie̞̯re̞t̪ːæːʔ
pierrä	pie̞̯rːæʔ
piestä	pie̞̯s̠t̪æ
piestä	pie̞̯s̠t̪æʔ
pietari	pie̞̯t̪ɑri
pietarsaarelainen	pie̞̯t̪ɑrs̠ɑːre̞lɑi̯ne̞n
pietarsaari	pie̞̯t̪ɑrs̠ɑːri
pietä	pie̞̯t̪æʔ
piffata	pifːɑt̪ɑʔ
pigmentoida	piɡme̞nt̪o̞i̯dɑʔ
piha	piɦɑ
pihahdella	piɦɑhde̞lːɑʔ
pihahtaa	piɦɑht̪ɑːʔ
pihakaluste	piɦɑkɑlus̠t̪e̞ʔ
pihaleikki	piɦɑle̞i̯kːi
pihapuisto	piɦɑpui̯s̠t̪o̞
pihasaunio	piɦɑs̠ɑu̯nio̞
pihatatar	piɦɑt̪ɑt̪ɑr
pihatähtimö	piɦɑt̪æht̪imø̞
pihi	piɦi
pihiä	piɦiæ
pihiä	piɦiæˣ
pihkankeruu	piçkɑnke̞ruː
pihkatappi	piçkɑt̪ɑpːi
pihkavuoto	piçkɑʋuo̞̯t̪o̞
pihkoittua	piçko̞i̯t̪t̪uɑʔ
pihla	piçlɑ
pihtipudas	piçt̪ipudɑs̠
pihtiputaalainen	piçt̪iput̪ɑːlɑi̯ne̞n
pihtivirtamittari	piçt̪iʋirt̪ɑmit̪ːɑri
pihviliha	piçʋiliɦɑ
pihvitomaatti	piçʋit̪o̞mɑːt̪ːi
pii	piː
piia	piːɑ
piianpeili	piːɑnpe̞i̯li
piiesine	piːe̞s̠ine̞ʔ
piika	piːkɑ
piikata	piːkɑt̪ɑʔ
piikikkäästi	piːkikkæːs̠t̪iʔ
piikittäminen	piːkit̪t̪æmine̞n
piikittää	piːkit̪ːæːʔ
piikkari	piːkːɑri
piikkauskone	piːkːɑu̯s̠ko̞ne̞ʔ
piikkikampela	piːkːikɑmpe̞lɑ
piikkimatto	piːkːimɑt̪ːo̞
piikkipanssari	piːkːipɑns̠ːɑri
piikkipensaikko	piːkːipe̞ns̠ɑi̯kːo̞
piikkipäinen	piːkːipæi̯ne̞n
piikkisalaatti	piːkːis̠ɑlɑːt̪ːi
piikkisika	piːkːis̠ikɑ
piikkisuora	piːkːis̠uo̞̯rɑ
piikoa	piːko̞ɑˣ
piilevä	piːle̞ʋæ
piilevä	piːle̞ʋæ
piileväanalyysi	piːle̞ʋæɑnɑlyːs̠i
piilohallintaohjelma	piːlo̞hɑlːin̪t̪ɑo̞xje̞lmɑ
piilokamera	piːlo̞kɑme̞rɑ
piilokerros	piːlo̞ke̞rːo̞s̠
piilokiteinen	piːlo̞kit̪e̞i̯ne̞n
piilopirtti	piːlo̞pirt̪ːi
piilorasva	piːlo̞rɑs̠ʋɑ
piilosilmukka	piːlo̞s̠ilmukːɑ
piilottautua	piːlo̞t̪t̪ɑu̯t̪uɑʔ
piilu	piːlu
piilukirves	piːlukirʋe̞s̠
piilukkopyssy	piːlukːo̞pys̠ːy
piimittää	piːmit̪ːæːʔ
piimä	piːmæ
piimäjuusto	piːmæjuːs̠t̪o̞
piimävelli	piːmæʋe̞lːi
piina	piːnɑ
piinallisesti	piːnɑlːis̠e̞s̠t̪iʔ
piinata	piːnɑt̪ɑʔ
piinkova	piːnko̞ʋɑ
piintyä	piːn̪t̪yæʔ
piipottaa	piːpo̞t̪ːɑːʔ
piippo	piːpːo̞
piippuhylly	piːpːuhylːy
piippumassi	piːpːumɑs̠ːi
piipunperskat	piːpunpe̞rs̠kɑt̪
piipunperät	piːpunpe̞ræt̪
piiputtaa	piːput̪ːɑːʔ
piirakka	piːrɑkːɑ
piirakkalasta	piːrɑkːɑlɑs̠t̪ɑ
piirakkapulikka	piːrɑkːɑpulikːɑ
piirakkavuoka	piːrɑkːɑʋuo̞̯kɑ
piiras	piːrɑs
piirauta	piːrɑu̯t̪ɑ
piireittäin	piːre̞i̯t̪ːæi̯n
piirijako	piːrijɑko̞
piirijärjestö	piːrijærje̞s̠t̪ø̞
piirikaavio	piːrikɑːʋio̞
piirikokous	piːriko̞ko̞u̯s̠
piirileikki	piːrile̞i̯kːi
piirilevy	piːrile̞ʋy
piirinmestari	piːrinme̞s̠t̪ɑri
piirinmestaruuskilpailut	piːrinme̞s̠t̪ɑruːs̠kilpɑi̯lut̪
piirisyyttäjä	piːris̠yːt̪ːæjæ
piiritysjoukot	piːrit̪ys̠jo̞u̯ko̞t̪
piironki	piːroŋki
piirreirrotus	piːrːe̞ʔirːo̞t̪us̠
piirrellä	piːrːe̞lːæʔ
piirros	piːrːo̞s̠
piirrottaa	piːrːo̞t̪ːɑːʔ
piirrättää	piːrːæt̪ːæːʔ
piirtoalue	piːrt̪o̞ɑlue̞ʔ
piirtokirjoitus	piːrt̪o̞kirjo̞i̯t̪us̠
piirtopöytä	piːrt̪o̞pø̞y̯t̪æ
piirtyä	piːrt̪yæʔ
piirtää	piːrt̪æːʔ
piirustella	piːrus̠t̪e̞lːɑʔ
piirustus	piːrus̠t̪us̠
piirustuskokoelma	piːrus̠t̪us̠ko̞ko̞e̞lmɑ
piirustuslauta	piːrus̠t̪us̠lɑu̯t̪ɑ
piirustusnasta	piːrus̠t̪us̠nɑs̠t̪ɑ
piirustussali	piːrus̠t̪us̠s̠ɑli
piirustustaide	piːrus̠t̪us̠t̪ɑi̯de̞ʔ
piirustustaito	piːrus̠t̪us̠t̪ɑi̯t̪o̞
piirustustarvikkeet	piːrus̠t̪us̠t̪ɑrʋikːe̞ːt̪
piirustusväline	piːrus̠t̪us̠ʋæline̞ʔ
piisi	piːs̠i
piisidos	piːs̠ido̞s̠
piiskanvarsi	piːs̠kɑnʋɑrs̠i
piiskaraha	piːs̠kɑrɑɦɑ
piisku	piːs̠ku
piiskuri	piːs̠kuri
piiskuttaa	piːs̠kut̪ːɑːʔ
piispa	piːs̠pɑ
piispanmunkki	piːs̠pɑnmuŋkːi
pikaa	pikɑː
pikahaku	pikɑhɑku
pikahiutaleet	pikɑhiu̯t̪ɑle̞ːt̪
pikaistua	pikɑi̯s̠t̪uɑʔ
pikaistuksissa	pikɑi̯s̠t̪uks̠is̠ːɑ
pikaistuksissaan	pikɑi̯s̠t̪uks̠is̠ːɑːn
pikakysely	pikɑkys̠e̞ly
pikaliitin	pikɑliːt̪in
pikaluistin	pikɑlui̯s̠t̪in
pikapankki	pikɑpɑŋkːi
pikaposti	pikɑpo̞s̠t̪i
pikapuolin	pikɑpuo̞̯lin
pikaraitiovaunu	pikɑrɑi̯t̪io̞ʋɑu̯nu
pikaruokala	pikɑruo̞̯kɑlɑ
pikateräs	pikɑt̪e̞ræs̠
pikauusinta	pikɑuːs̠in̪t̪ɑ
pikavippi	pikɑʋipːi
pikeentyä	pike̞ːnt̪yæʔ
pikeytyä	pike̞y̯t̪yæʔ
piki	piki
pikiintyä	pikiːnt̪yæʔ
pikimmiltä	pikimmilt̪æ
pikimmiltään	pikimmilt̪æːn
pikimmältä	pikimmælt̪æ
pikimmältään	pikimmælt̪æːn
pikinen	pikine̞n
pikitie	pikit̪ie̞̯
pikkainen	pikːɑi̯ne̞n
pikkanen	pikːɑne̞n
pikkarainen	pikːɑrɑi̯ne̞n
pikku	pikːu
pikkuaivomato	pikːuɑi̯ʋo̞mɑt̪o̞
pikkuauto	pikːuɑuto̞
pikkuinen	pikːui̯ne̞n
pikkujamssipapu	pikːujɑms̠ːipɑpu
pikkujoulu	pikːujo̞u̯lu
pikkukartta	pikːukɑrt̪ːɑ
pikkukengät	pikːuke̞ŋːæt̪
pikkulantio	pikːulɑn̪t̪io̞
pikkulintu	pikːulin̪t̪u
pikkulämmin	pikːulæmːin
pikkumaisesti	pikːumɑi̯s̠e̞s̠t̪iʔ
pikkupulla	pikːupulːɑ
pikkupöksyt	pikːupø̞ks̠yt̪
pikkuruinen	pikːuruine̞n
pikkuserkku	pikːus̠e̞rkːu
pikkuserkukset	pikːus̠e̞rkuks̠e̞t̪
pikkusielu	pikːus̠ie̞̯lu
pikkusormi	pikːusormi
pikkutakkisillaan	pikːut̪ɑkːis̠ilːɑːn
pikkuvanhasti	pikːuʋɑnhɑs̠t̪iʔ
pikkuviha	pikːuʋiɦɑ
pikosekunti	piko̞s̠e̞kun̪t̪i
pikriitti	pikriːt̪ːi
pikselöidä	piks̠e̞lø̞i̯dæʔ
pikti	pikt̪i
pila	pilɑ
pilaaminen	pilɑːmine̞n
pilaannuttaa	pilɑːnnut̪ːɑːʔ
pilaesitys	pilɑe̞s̠it̪ys̠
pilahinta	pilɑhin̪t̪ɑ
pilailuväline	pilɑi̯luʋæline̞ʔ
pilajuttu	pilɑjut̪ːu
pilalaulu	pilɑlɑu̯lu
pilalehti	pilɑle̞ht̪i
pilanpäiten	pilɑnpæi̯t̪e̞n
pilanteko	pilɑnt̪e̞ko̞
pilapuhe	pilɑpuɦe̞ʔ
pilariperustus	pilɑripe̞rus̠t̪us̠
pilata	pilɑt̪ɑʔ
piletti	pile̞t̪ːi
pilkahdella	pilkɑhde̞lːɑʔ
pilkahtaa	pilkɑxt̪ɑːʔ
pilkallaan	pilkɑlːɑːn
pilke	pilkeˣ
pilkistellä	pilkis̠t̪e̞lːæʔ
pilkkakirves	pilkːɑkirʋe̞s̠
pilkkoisen	pilkːo̞i̯s̠e̞n
pilkku	pilkːu
pilkkusääntö	pilkːus̠æːn̪t̪ø̞
pilkkuvirhe	pilkːuʋirhe̞ʔ
pilkoittaa	pilko̞i̯t̪ːɑːʔ
pilkottaa	pilko̞t̪ːɑːʔ
pilkunnussija	pilkunnus̠ːijɑ
pilkuttaa	pilkut̪ːɑːʔ
pillata	pilːɑt̪ɑʔ
pillerihattu	pilːe̞rihɑt̪ːu
pillerihumala	pilːe̞rihumɑlɑ
pillerirasia	pilːe̞rirɑs̠iɑ
pillihousut	pilːiho̞u̯s̠ut̪
pillimehu	pilːime̞ɦu
pillisieni	pilːis̠ie̞̯ni
pilliurut	pilːiurut̪
pilosyyttinen	pilo̞s̠yːt̪ːine̞n
pilssi	pils̠ːi
pilssipumppu	pils̠ːipumpːu
pilttuu	pil̪t̪ːuː
pilveillä	pilʋe̞i̯lːæʔ
pilvenhahtuva	pilʋe̞nhɑht̪uʋɑ
pilvenhaituva	pilʋe̞nhɑi̯t̪uʋɑ
pilvenkorkeus	pilʋe̞nko̞rke̞u̯s̠
pilvenrako	pilʋe̞nrɑko̞
pilvenreuna	pilʋe̞nre̞u̯nɑ
pilvenveikko	pilʋe̞nʋe̞i̯kːo̞
pilvetön	pilʋe̞t̪ø̞n
pilvi	pilʋi
pilvikerros	pilʋike̞rːo̞s̠
pilvimuodostelma	pilʋimuo̞̯do̞s̠t̪e̞lmɑ
pilvimuodostuma	pilʋimuo̞̯do̞s̠t̪umɑ
pilvipalvelu	pilʋipɑlʋe̞lu
pilvipeite	pilʋipe̞i̯t̪e̞ʔ
pilvipouta	pilʋipo̞u̯t̪ɑ
pilvipyörre	pilʋipyø̞̯rːe̞ʔ
pilvirintama	pilʋirin̪t̪ɑmɑ
pilviseinämä	pilʋis̠e̞i̯næmæ
pilvitutka	pilʋit̪ut̪kɑ
pilvivalli	pilʋiʋɑlːi
pilviverho	pilʋiʋe̞rho̞
pimentyminen	pime̞n̪t̪ymine̞n
pimeä	pime̞æ
pimeäreaktio	pime̞ære̞ɑkt̪io̞
pimpparauta	pimpːɑrɑu̯t̪ɑ
pimppi	pimpːi
pimpsikivi	pimps̠ikiʋi
pimputtaa	pimput̪ːɑːʔ
pinaattikeitto	pinɑːt̪ːike̞i̯t̪ːo̞
pinaattikiinankaali	pinɑːt̪ːikiːnɑnkɑːli
pinaattilettu	pinɑːt̪ːile̞t̪ːu
pinaattiohukainen	pinɑːt̪ːio̞ɦukɑi̯ne̞n
pingispallo	piŋːis̠pɑlːo̞
pingottua	piŋːo̞t̪t̪uɑʔ
pingviini	piŋʋiːni
pinja	pinjɑ
pinkki	piŋkːi
pinkoittain	piŋko̞i̯t̪ːɑi̯n
pinna	pinːɑ
pinnakkain	pinːɑkːɑi̯n
pinnakkaisvedos	pinːɑkːɑi̯s̠ʋe̞do̞s̠
pinnallisesti	pinːɑlːis̠e̞s̠t̪iʔ
pinnanmuodostus	pinːɑnmuo̞̯do̞s̠t̪us̠
pinnemmaksi	pinːe̞mmɑks̠i
pinnemmalla	pinːe̞mmɑlːɑ
pinnemmalle	pinːe̞mmɑlːe̞ʔ
pinnemmalta	pinːe̞mmɑlt̪ɑ
pinnemmassa	pinːe̞mmɑs̠ːɑ
pinnemmasta	pinːe̞mmɑs̠t̪ɑ
pinnempaa	pinːe̞mpɑː
pinnempaan	pinːe̞mpɑːn
pinnempana	pinːe̞mpɑnɑ
pinnistellä	pinːis̠t̪e̞lːæʔ
pinnistyä	pinːis̠t̪yæʔ
pinniä	pinːiæʔ
pinnoittaa	pinːo̞i̯t̪ːɑːʔ
pinnoitus	pinːo̞i̯t̪us̠
pino	pino̞
pinojäljitys	pino̞jæljit̪ys̠
pinokuutio	pino̞kuːt̪io̞
pinokuutiometri	pino̞kuːt̪io̞me̞t̪ri
pinomuisti	pino̞mui̯s̠t̪i
pinosytoosi	pino̞s̠yt̪o̞ːs̠i
pinotavara	pino̞t̪ɑʋɑrɑ
pinssi	pins̠ːi
pintakaavio	pin̪t̪ɑkɑːʋio̞
pintakudos	pin̪t̪ɑkudo̞s̠
pintalujuus	pin̪t̪ɑlujuːs̠
pintalämpötila	pin̪t̪ɑlæmpø̞t̪ilɑ
pintalöytö	pin̪t̪ɑlø̞y̯t̪ø̞
pintametro	pin̪t̪ɑme̞t̪ro̞
pintapaino	pin̪t̪ɑpɑi̯no̞
pintapoiminta	pin̪t̪ɑpo̞i̯min̪t̪ɑ
pintapuolisesti	pin̪t̪ɑpuo̞̯lis̠e̞s̠t̪iʔ
pintatieto	pin̪t̪ɑt̪ie̞̯t̪o̞
pintautua	pin̪t̪ɑu̯t̪uɑʔ
pintaverkko	pin̪t̪ɑʋe̞rkːo̞
pinteli	pin̪t̪e̞li
pinttyä	pin̪t̪ːyæʔ
pioneerijoukot	pio̞ne̞ːrijo̞u̯ko̞t̪
pioneerisilta	pio̞ne̞ːris̠ilt̪ɑ
pioneerityö	pio̞ne̞ːrit̪yø̞̯
piparjuurikastike	pipɑrjuːrikɑs̠t̪ike̞ʔ
piparkakku	pipɑrkɑkːu
piparkakkumuotti	pipɑrkɑkːumuo̞̯t̪ːi
piparkakkupossu	pipɑrkɑkːupo̞s̠ːu
piparkakkutaikina	pipɑrkɑkːut̪ɑi̯kinɑ
piparminttutee	pipɑrmin̪t̪ːut̪e̞ː
pipo	pipo
pippalot	pipːɑlo̞t̪
pippuri	pipːuri
pippuripihvi	pipːuripiçʋi
piraattipainos	pirɑːt̪ːipɑi̯no̞s̠
pirahdella	pirɑhde̞lːɑʔ
pirahtaa	pirɑxt̪ɑːʔ
pirana	pirɑnɑ
pirhonen	pirho̞ne̞n
piripinnassa	piripinːɑs̠ːɑ
piripintaan	piripin̪t̪ɑːn
piripintanaan	piripin̪t̪ɑnɑːn
piristysaine	piris̠t̪ys̠ɑi̯ne̞ʔ
piristyspilleri	piris̠t̪ys̠pilːe̞ri
pirita	piritɑ
piritta	piritːɑ
pirjo	pirjo̞
pirkka	pirkːɑ
pirkkala	pirkːɑlɑ
pirkkalalainen	pirkːɑlɑlɑi̯ne̞n
pirkko	pirkːo̞
pirskahdella	pirs̠kɑhde̞lːɑʔ
pirskahtaa	pirs̠kɑxt̪ɑːʔ
pirskauttaa	pirs̠kɑu̯t̪ːɑːʔ
pirskua	pirs̠kuɑʔ
pirtakoukku	pirt̪ɑko̞u̯kːu
pirtanauha	pirt̪ɑnɑu̯ɦɑ
pirtelö	pirt̪e̞lø̞
pirteä	pirte̞æ
pirtu	pirtu
piru	piru
piruilla	pirui̯lːɑʔ
pirulainen	pirulɑi̯ne̞n
pirullisesti	pirulːis̠e̞s̠t̪iʔ
pirunnyrkki	pirunnyrkːi
pirunpelto	pirunpe̞lt̪o̞
piruuksissaan	piruːks̠is̠ːɑːn
piruuntua	piruːnt̪uɑʔ
piruus	piruːs̠
pisara	pis̠ɑrɑ
pisaratartunta	pis̠ɑrɑt̪ɑrt̪un̪t̪ɑ
piski	pis̠ki
piskuinen	pis̠kui̯ne̞n
pissittää	pis̠ːit̪ːæːʔ
piste	pis̠t̪e̞ʔ
pisteaita	pis̠t̪e̞ʔɑi̯t̪ɑ
pistearvo	pis̠t̪e̞ʔɑrʋo̞
pisteittää	pis̠t̪e̞i̯t̪ːæːʔ
pistekaavio	pis̠t̪e̞kkɑːʋio̞
pistekoko	pis̠t̪e̞kko̞ko̞
pistekota	pis̠t̪e̞kko̞t̪ɑ
pistekuorma	pis̠t̪e̞kkuo̞̯rmɑ
pistelinko	pis̠t̪e̞liŋko̞
pisteliäästi	pis̠t̪e̞liæːs̠t̪iʔ
pistenäyttö	pis̠t̪e̞nnæy̯t̪ːø̞
pisteputki	pis̠t̪e̞put̪ki
pistesilmä	pis̠t̪e̞s̠s̠ilmæ
pistetodennäköisyysfunktio	pis̠t̪e̞t̪t̪o̞de̞nnækø̞i̯s̠yːs̠fuŋkt̪io̞
pistevieras	pis̠t̪e̞ʋʋie̞̯rɑs̠
pisteyttää	pis̠t̪e̞y̯t̪ːæːʔ
pistinkasvit	pis̠t̪inkɑs̠ʋit̪
pistoke	pistokeˣ
pistokoe	pis̠t̪o̞ko̞e̞ʔ
pistokortti	pis̠t̪o̞ko̞rt̪ːi
pistoolikotelo	pis̠t̪o̞ːliko̞t̪e̞lo̞
pistäkää	pistækæː
pistää	pis̠t̪æːʔ
pisu	pis̠u
pitali	pit̪ɑli
pitempi	pit̪e̞mpi
piti	pit̪i
pitkikset	pit̪kiks̠e̞t̪
pitkistyä	pit̪kis̠t̪yæʔ
pitkittäistutkimus	pit̪kit̪ːæi̯s̠t̪ut̪kimus̠
pitkä	pit̪kæ
pitkäaaltoalue	pit̪kæɑːlt̪o̞ɑlue̞ʔ
pitkäaikaissokeri	pit̪kæɑi̯kɑi̯s̠s̠o̞ke̞ri
pitkäaikaissäilytys	pit̪kæɑi̯kɑi̯s̠s̠æi̯lyt̪ys̠
pitkäaikaisvaikutus	pit̪kæɑi̯kɑi̯s̠ʋɑi̯kut̪us̠
pitkähihainen	pit̪kæhihɑi̯ne̞n
pitkähöylä	pit̪kæhø̞y̯læ
pitkäjännitteisesti	pit̪kæjænːit̪t̪e̞i̯s̠e̞s̠t̪iʔ
pitkäjänteisesti	pit̪kæjæn̪t̪e̞i̯s̠e̞s̠t̪iʔ
pitkällinen	pit̪kælline̞n
pitkämiekka	pit̪kæmie̞̯kːɑ
pitkämielisesti	pit̪kæmie̞̯lis̠e̞s̠t̪iʔ
pitkänen	pit̪kæne̞n
pitkänurkka	pit̪kænurkːɑ
pitkänään	pit̪kænæːn
pitkäperjantai	pit̪kæpe̞rjɑn̪t̪ɑi̯
pitkäpinnainen	pit̪kæpinːɑi̯ne̞n
pitkäpääsara	pit̪kæpæːs̠ɑrɑ
pitkästi	pit̪kæs̠t̪iʔ
pitkäsäärinen	pit̪kæs̠æːrine̞n
pitkätakki	pit̪kæt̪ɑkːi
pitkäthousut	pit̪kæt̪ho̞u̯s̠ut̪
pitkäviha	pit̪kæʋiɦɑ
pito	pit̪o̞
pitokokki	pit̪o̞ko̞kːi
pitokytkin	pit̪o̞kyt̪kin
pitopaikka	pit̪o̞pɑi̯kːɑ
pitopalvelu	pit̪o̞pɑlʋe̞lu
pitopohja	pit̪o̞po̞xjɑ
pitopohjasukset	pit̪o̞po̞xjɑs̠uks̠e̞t̪
pitopöytä	pit̪o̞pø̞y̯t̪æ
pitoruoka	pit̪o̞ruo̞̯kɑ
pitoteippi	pit̪o̞t̪e̞i̯pːi
pitovaatteet	pit̪o̞ʋɑːt̪ːe̞ːt̪
pitovaikeus	pit̪o̞ʋɑi̯ke̞u̯s̠
pitovoima	pit̪o̞ʋo̞i̯mɑ
pitseria	pitseriɑ
pitsi	pitsi
pitsisukat	pits̠is̠ukɑt̪
pitskat	pits̠kɑt̪
pituushyppy	pit̪uːscypːy
pituuskontraktio	pit̪uːs̠ko̞n̪t̪rɑkt̪io̞
pituusleikkaus	pit̪uːs̠le̞i̯kːɑu̯s̠
pituusleikkuri	pit̪uːs̠le̞i̯kːuri
pituusmerkki	pit̪uːs̠me̞rkːi
pituusmitta	pit̪uːs̠mit̪ːɑ
